Month,family,sales
2013-02,MEATS,7895.31096
2013-02,PERSONAL CARE,2475.0
2013-02,PET SUPPLIES,0.0
2013-02,PLAYERS AND ELECTRONICS,0.0
2013-02,POULTRY,4404.176043
2013-02,PREPARED FOODS,1547.0
2013-02,PRODUCE,0.0
2013-02,SCHOOL AND OFFICE SUPPLIES,0.0
2013-02,SEAFOOD,688.651997
2013-03,AUTOMOTIVE,59.0
2013-03,BABY CARE,0.0
2013-03,BEAUTY,53.0
2013-03,BEVERAGES,26560.0
2013-03,BOOKS,0.0
2013-03,BREAD/BAKERY,8231.70101
2013-03,CELEBRATION,0.0
2013-03,CLEANING,18370.0
2013-03,DAIRY,12768.0
2013-03,DELI,3363.441
2013-03,EGGS,4548.0
2013-03,FROZEN FOODS,2498.886
2013-03,GROCERY I,52736.0
2013-03,GROCERY II,682.0
2013-03,HARDWARE,43.0
2013-03,HOME AND KITCHEN I,0.0
2013-03,HOME AND KITCHEN II,0.0
2013-03,HOME APPLIANCES,7.0
2013-03,HOME CARE,0.0
2013-03,LADIESWEAR,0.0
2013-03,LAWN AND GARDEN,147.0
2013-03,LINGERIE,239.0
2013-03,"LIQUOR,WINE,BEER",2577.0
2013-03,MAGAZINES,0.0
2013-03,MEATS,8582.166000000001
2013-03,PERSONAL CARE,2528.0
2013-03,PET SUPPLIES,0.0
2013-03,PLAYERS AND ELECTRONICS,0.0
2013-03,POULTRY,4871.852988
2013-03,PREPARED FOODS,1902.0
2013-03,PRODUCE,96.0
2013-03,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03,SEAFOOD,803.180996
2013-04,AUTOMOTIVE,66.0
2013-04,BABY CARE,0.0
2013-04,BEAUTY,51.0
2013-04,BEVERAGES,26527.0
2013-04,BOOKS,0.0
2013-04,BREAD/BAKERY,8756.14999
2013-04,CELEBRATION,0.0
2013-04,CLEANING,18900.0
2013-04,DAIRY,12185.0
2013-04,DELI,3635.464
2013-04,EGGS,4545.0
2013-04,FROZEN FOODS,3201.427994
2013-04,GROCERY I,54654.0
2013-04,GROCERY II,682.0
2013-04,HARDWARE,38.0
2013-04,HOME AND KITCHEN I,0.0
2013-04,HOME AND KITCHEN II,0.0
2013-04,HOME APPLIANCES,9.0
2013-04,HOME CARE,0.0
2013-04,LADIESWEAR,0.0
2013-04,LAWN AND GARDEN,161.0
2013-04,LINGERIE,307.0
2013-04,"LIQUOR,WINE,BEER",2474.0
2013-04,MAGAZINES,0.0
2013-04,MEATS,9049.83998
2013-04,PERSONAL CARE,3100.0
2013-04,PET SUPPLIES,0.0
2013-04,PLAYERS AND ELECTRONICS,0.0
2013-04,POULTRY,4724.897994
2013-04,PREPARED FOODS,1885.0
2013-04,PRODUCE,175.0
2013-04,SCHOOL AND OFFICE SUPPLIES,0.0
2013-04,SEAFOOD,721.7140005
2013-05,AUTOMOTIVE,79.0
2013-05,BABY CARE,0.0
2013-05,BEAUTY,56.0
2013-05,BEVERAGES,25913.0
2013-05,BOOKS,0.0
2013-05,BREAD/BAKERY,8155.529015
2013-05,CELEBRATION,0.0
2013-05,CLEANING,18755.0
2013-05,DAIRY,12335.0
2013-05,DELI,3574.936996
2013-05,EGGS,4466.0
2013-05,FROZEN FOODS,2797.204
2013-05,GROCERY I,55290.0
2013-05,GROCERY II,792.0
2013-05,HARDWARE,33.0
2013-05,HOME AND KITCHEN I,0.0
2013-05,HOME AND KITCHEN II,0.0
2013-05,HOME APPLIANCES,12.0
2013-05,HOME CARE,0.0
2013-05,LADIESWEAR,0.0
2013-05,LAWN AND GARDEN,168.0
2013-05,LINGERIE,326.0
2013-05,"LIQUOR,WINE,BEER",2739.0
2013-05,MAGAZINES,0.0
2013-05,MEATS,9418.36298
2013-05,PERSONAL CARE,2713.0
2013-05,PET SUPPLIES,0.0
2013-05,PLAYERS AND ELECTRONICS,0.0
2013-05,POULTRY,4466.763009
2013-05,PREPARED FOODS,1905.0
2013-05,PRODUCE,232.0
2013-05,SCHOOL AND OFFICE SUPPLIES,0.0
2013-05,SEAFOOD,738.856004
2013-06,AUTOMOTIVE,66.0
2013-06,BABY CARE,0.0
2013-06,BEAUTY,45.0
2013-06,BEVERAGES,26806.0
2013-06,BOOKS,0.0
2013-06,BREAD/BAKERY,8030.06002
2013-06,CELEBRATION,0.0
2013-06,CLEANING,17884.0
2013-06,DAIRY,11923.0
2013-06,DELI,3163.2219959999998
2013-06,EGGS,4329.0
2013-06,FROZEN FOODS,3313.055
2013-06,GROCERY I,55364.0
2013-06,GROCERY II,689.0
2013-06,HARDWARE,31.0
2013-06,HOME AND KITCHEN I,0.0
2013-06,HOME AND KITCHEN II,0.0
2013-06,HOME APPLIANCES,7.0
2013-06,HOME CARE,0.0
2013-06,LADIESWEAR,0.0
2013-06,LAWN AND GARDEN,143.0
2013-06,LINGERIE,226.0
2013-06,"LIQUOR,WINE,BEER",2839.0
2013-06,MAGAZINES,0.0
2013-06,MEATS,9151.79498
2013-06,PERSONAL CARE,2474.0
2013-06,PET SUPPLIES,0.0
2013-06,PLAYERS AND ELECTRONICS,0.0
2013-06,POULTRY,4809.043
2013-06,PREPARED FOODS,1945.0
2013-06,PRODUCE,195.0
2013-06,SCHOOL AND OFFICE SUPPLIES,0.0
2013-06,SEAFOOD,618.2520030000001
2013-07,AUTOMOTIVE,70.0
2013-07,BABY CARE,0.0
2013-07,BEAUTY,79.0
2013-07,BEVERAGES,25611.0
2013-07,BOOKS,0.0
2013-07,BREAD/BAKERY,7743.537004
2013-07,CELEBRATION,0.0
2013-07,CLEANING,18525.0
2013-07,DAIRY,12504.0
2013-07,DELI,3089.748
2013-07,EGGS,4500.0
2013-07,FROZEN FOODS,3428.599
2013-07,GROCERY I,57737.0
2013-07,GROCERY II,703.0
2013-07,HARDWARE,23.0
2013-07,HOME AND KITCHEN I,0.0
2013-07,HOME AND KITCHEN II,0.0
2013-07,HOME APPLIANCES,6.0
2013-07,HOME CARE,0.0
2013-07,LADIESWEAR,0.0
2013-07,LAWN AND GARDEN,161.0
2013-07,LINGERIE,285.0
2013-07,"LIQUOR,WINE,BEER",2571.0
2013-07,MAGAZINES,0.0
2013-07,MEATS,9575.223
2013-07,PERSONAL CARE,2512.0
2013-07,PET SUPPLIES,0.0
2013-07,PLAYERS AND ELECTRONICS,0.0
2013-07,POULTRY,4849.24201
2013-07,PREPARED FOODS,1910.0
2013-07,PRODUCE,188.0
2013-07,SCHOOL AND OFFICE SUPPLIES,0.0
2013-07,SEAFOOD,685.869
2013-08,AUTOMOTIVE,98.0
2013-08,BABY CARE,0.0
2013-08,BEAUTY,63.0
2013-08,BEVERAGES,23883.0
2013-08,BOOKS,0.0
2013-08,BREAD/BAKERY,7425.05698
2013-08,CELEBRATION,0.0
2013-08,CLEANING,17846.0
2013-08,DAIRY,11844.0
2013-08,DELI,3080.630996
2013-08,EGGS,3992.0
2013-08,FROZEN FOODS,3038.249996
2013-08,GROCERY I,54890.0
2013-08,GROCERY II,648.0
2013-08,HARDWARE,58.0
2013-08,HOME AND KITCHEN I,0.0
2013-08,HOME AND KITCHEN II,0.0
2013-08,HOME APPLIANCES,11.0
2013-08,HOME CARE,0.0
2013-08,LADIESWEAR,0.0
2013-08,LAWN AND GARDEN,162.0
2013-08,LINGERIE,206.0
2013-08,"LIQUOR,WINE,BEER",2727.0
2013-08,MAGAZINES,0.0
2013-08,MEATS,9205.006
2013-08,PERSONAL CARE,2807.0
2013-08,PET SUPPLIES,0.0
2013-08,PLAYERS AND ELECTRONICS,0.0
2013-08,POULTRY,4611.348988
2013-08,PREPARED FOODS,1738.0
2013-08,PRODUCE,147.0
2013-08,SCHOOL AND OFFICE SUPPLIES,0.0
2013-08,SEAFOOD,703.0199973
2013-09,AUTOMOTIVE,63.0
2013-09,BABY CARE,0.0
2013-09,BEAUTY,54.0
2013-09,BEVERAGES,25837.0
2013-09,BOOKS,0.0
2013-09,BREAD/BAKERY,8368.798999999999
2013-09,CELEBRATION,0.0
2013-09,CLEANING,17593.0
2013-09,DAIRY,12142.0
2013-09,DELI,3211.5599899999997
2013-09,EGGS,3989.0
2013-09,FROZEN FOODS,3214.171
2013-09,GROCERY I,54105.0
2013-09,GROCERY II,477.0
2013-09,HARDWARE,37.0
2013-09,HOME AND KITCHEN I,0.0
2013-09,HOME AND KITCHEN II,0.0
2013-09,HOME APPLIANCES,12.0
2013-09,HOME CARE,0.0
2013-09,LADIESWEAR,0.0
2013-09,LAWN AND GARDEN,156.0
2013-09,LINGERIE,305.0
2013-09,"LIQUOR,WINE,BEER",2586.0
2013-09,MAGAZINES,0.0
2013-09,MEATS,9198.014054
2013-09,PERSONAL CARE,2625.0
2013-09,PET SUPPLIES,0.0
2013-09,PLAYERS AND ELECTRONICS,0.0
2013-09,POULTRY,5196.943974
2013-09,PREPARED FOODS,1908.0
2013-09,PRODUCE,156.0
2013-09,SCHOOL AND OFFICE SUPPLIES,0.0
2013-09,SEAFOOD,840.992002
2013-10,AUTOMOTIVE,54.0
2013-10,BABY CARE,0.0
2013-10,BEAUTY,54.0
2013-10,BEVERAGES,26243.0
2013-10,BOOKS,0.0
2013-10,BREAD/BAKERY,9023.63499
2013-10,CELEBRATION,0.0
2013-10,CLEANING,18494.0
2013-10,DAIRY,12668.0
2013-10,DELI,3354.434004
2013-10,EGGS,4416.0
2013-10,FROZEN FOODS,3280.627
2013-10,GROCERY I,60112.0
2013-10,GROCERY II,561.0
2013-10,HARDWARE,50.0
2013-10,HOME AND KITCHEN I,0.0
2013-10,HOME AND KITCHEN II,0.0
2013-10,HOME APPLIANCES,8.0
2013-10,HOME CARE,0.0
2013-10,LADIESWEAR,0.0
2013-10,LAWN AND GARDEN,169.0
2013-10,LINGERIE,349.0
2013-10,"LIQUOR,WINE,BEER",2715.0
2013-10,MAGAZINES,0.0
2013-10,MEATS,11047.24009
2013-10,PERSONAL CARE,2837.0
2013-10,PET SUPPLIES,0.0
2013-10,PLAYERS AND ELECTRONICS,0.0
2013-10,POULTRY,6014.513981
2013-10,PREPARED FOODS,2100.903
2013-10,PRODUCE,139.0
2013-10,SCHOOL AND OFFICE SUPPLIES,0.0
2013-10,SEAFOOD,725.368001
2013-11,AUTOMOTIVE,63.0
2013-11,BABY CARE,0.0
2013-11,BEAUTY,54.0
2013-11,BEVERAGES,26028.0
2013-11,BOOKS,0.0
2013-11,BREAD/BAKERY,8427.332
2013-11,CELEBRATION,0.0
2013-11,CLEANING,17583.0
2013-11,DAIRY,15953.0
2013-11,DELI,3401.418
2013-11,EGGS,4199.0
2013-11,FROZEN FOODS,3536.252
2013-11,GROCERY I,60000.0
2013-11,GROCERY II,624.0
2013-11,HARDWARE,49.0
2013-11,HOME AND KITCHEN I,0.0
2013-11,HOME AND KITCHEN II,0.0
2013-11,HOME APPLIANCES,12.0
2013-11,HOME CARE,0.0
2013-11,LADIESWEAR,0.0
2013-11,LAWN AND GARDEN,166.0
2013-11,LINGERIE,229.0
2013-11,"LIQUOR,WINE,BEER",2896.0
2013-11,MAGAZINES,0.0
2013-11,MEATS,12034.19403
2013-11,PERSONAL CARE,3117.0
2013-11,PET SUPPLIES,0.0
2013-11,PLAYERS AND ELECTRONICS,0.0
2013-11,POULTRY,10623.28198
2013-11,PREPARED FOODS,2263.105007
2013-11,PRODUCE,182.0
2013-11,SCHOOL AND OFFICE SUPPLIES,0.0
2013-11,SEAFOOD,649.029001
2013-12,AUTOMOTIVE,57.0
2013-12,BABY CARE,0.0
2013-12,BEAUTY,48.0
2013-12,BEVERAGES,28441.0
2013-12,BOOKS,0.0
2013-12,BREAD/BAKERY,8031.896976
2013-12,CELEBRATION,0.0
2013-12,CLEANING,19313.0
2013-12,DAIRY,17851.0
2013-12,DELI,3300.10001
2013-12,EGGS,4014.0
2013-12,FROZEN FOODS,9786.52401
2013-12,GROCERY I,71909.0
2013-12,GROCERY II,956.0
2013-12,HARDWARE,43.0
2013-12,HOME AND KITCHEN I,0.0
2013-12,HOME AND KITCHEN II,0.0
2013-12,HOME APPLIANCES,8.0
2013-12,HOME CARE,0.0
2013-12,LADIESWEAR,0.0
2013-12,LAWN AND GARDEN,167.0
2013-12,LINGERIE,343.0
2013-12,"LIQUOR,WINE,BEER",4508.0
2013-12,MAGAZINES,0.0
2013-12,MEATS,10789.127
2013-12,PERSONAL CARE,3305.0
2013-12,PET SUPPLIES,0.0
2013-12,PLAYERS AND ELECTRONICS,0.0
2013-12,POULTRY,11036.76701
2013-12,PREPARED FOODS,2300.052002
2013-12,PRODUCE,150.0
2013-12,SCHOOL AND OFFICE SUPPLIES,0.0
2013-12,SEAFOOD,623.374999
2014-01,AUTOMOTIVE,75.0
2014-01,BABY CARE,0.0
2014-01,BEAUTY,72.0
2014-01,BEVERAGES,58162.0
2014-01,BOOKS,0.0
2014-01,BREAD/BAKERY,9304.44602
2014-01,CELEBRATION,442.0
2014-01,CLEANING,20156.0
2014-01,DAIRY,19403.0
2014-01,DELI,3407.8993
2014-01,EGGS,4775.0
2014-01,FROZEN FOODS,3537.442
2014-01,GROCERY I,59247.0
2014-01,GROCERY II,652.0
2014-01,HARDWARE,76.0
2014-01,HOME AND KITCHEN I,505.0
2014-01,HOME AND KITCHEN II,185.0
2014-01,HOME APPLIANCES,11.0
2014-01,HOME CARE,5102.0
2014-01,LADIESWEAR,671.0
2014-01,LAWN AND GARDEN,150.0
2014-01,LINGERIE,243.0
2014-01,"LIQUOR,WINE,BEER",2507.0
2014-01,MAGAZINES,47.0
2014-01,MEATS,10131.52651
2014-01,PERSONAL CARE,3999.0
2014-01,PET SUPPLIES,150.0
2014-01,PLAYERS AND ELECTRONICS,258.0
2014-01,POULTRY,12103.70055
2014-01,PREPARED FOODS,2578.447995
2014-01,PRODUCE,72905.89259999999
2014-01,SCHOOL AND OFFICE SUPPLIES,0.0
2014-01,SEAFOOD,807.396499
2014-02,AUTOMOTIVE,85.0
2014-02,BABY CARE,0.0
2014-02,BEAUTY,55.0
2014-02,BEVERAGES,25149.0
2014-02,BOOKS,0.0
2014-02,BREAD/BAKERY,8348.181990000001
2014-02,CELEBRATION,0.0
2014-02,CLEANING,16878.0
2014-02,DAIRY,16165.0
2014-02,DELI,3017.8325
2014-02,EGGS,4107.0
2014-02,FROZEN FOODS,3328.427
2014-02,GROCERY I,54641.0
2014-02,GROCERY II,414.0
2014-02,HARDWARE,41.0
2014-02,HOME AND KITCHEN I,0.0
2014-02,HOME AND KITCHEN II,0.0
2014-02,HOME APPLIANCES,14.0
2014-02,HOME CARE,0.0
2014-02,LADIESWEAR,0.0
2014-02,LAWN AND GARDEN,179.0
2014-02,LINGERIE,149.0
2014-02,"LIQUOR,WINE,BEER",2370.0
2014-02,MAGAZINES,0.0
2014-02,MEATS,9366.29549
2014-02,PERSONAL CARE,2816.0
2014-02,PET SUPPLIES,0.0
2014-02,PLAYERS AND ELECTRONICS,0.0
2014-02,POULTRY,9487.866750000001
2014-02,PREPARED FOODS,2037.435993
2014-02,PRODUCE,125.0
2014-02,SCHOOL AND OFFICE SUPPLIES,0.0
2014-02,SEAFOOD,684.4591999
2014-03,AUTOMOTIVE,97.0
2014-03,BABY CARE,0.0
2014-03,BEAUTY,70.0
2014-03,BEVERAGES,55088.0
2014-03,BOOKS,0.0
2014-03,BREAD/BAKERY,8850.643
2014-03,CELEBRATION,412.0
2014-03,CLEANING,18919.0
2014-03,DAIRY,18516.0
2014-03,DELI,3029.854596
2014-03,EGGS,4613.0
2014-03,FROZEN FOODS,3438.566
2014-03,GROCERY I,58817.0
2014-03,GROCERY II,674.0
2014-03,HARDWARE,63.0
2014-03,HOME AND KITCHEN I,471.0
2014-03,HOME AND KITCHEN II,167.0
2014-03,HOME APPLIANCES,8.0
2014-03,HOME CARE,4400.0
2014-03,LADIESWEAR,438.0
2014-03,LAWN AND GARDEN,280.0
2014-03,LINGERIE,117.0
2014-03,"LIQUOR,WINE,BEER",2301.0
2014-03,MAGAZINES,43.0
2014-03,MEATS,9406.160025
2014-03,PERSONAL CARE,3078.0
2014-03,PET SUPPLIES,193.0
2014-03,PLAYERS AND ELECTRONICS,197.0
2014-03,POULTRY,10338.24466
2014-03,PREPARED FOODS,2448.4600020000003
2014-03,PRODUCE,66442.5951
2014-03,SCHOOL AND OFFICE SUPPLIES,0.0
2014-03,SEAFOOD,998.0215000000001
2014-04,AUTOMOTIVE,76.0
2014-04,BABY CARE,0.0
2014-04,BEAUTY,64.0
2014-04,BEVERAGES,29026.0
2014-04,BOOKS,0.0
2014-04,BREAD/BAKERY,8395.863994
2014-04,CELEBRATION,0.0
2014-04,CLEANING,17042.0
2014-04,DAIRY,18369.0
2014-04,DELI,3080.9297
2014-04,EGGS,4410.0
2014-04,FROZEN FOODS,3403.996
2014-04,GROCERY I,59559.0
2014-04,GROCERY II,673.0
2014-04,HARDWARE,29.0
2014-04,HOME AND KITCHEN I,0.0
2014-04,HOME AND KITCHEN II,0.0
2014-04,HOME APPLIANCES,20.0
2014-04,HOME CARE,0.0
2014-04,LADIESWEAR,0.0
2014-04,LAWN AND GARDEN,242.0
2014-04,LINGERIE,260.0
2014-04,"LIQUOR,WINE,BEER",2603.0
2014-04,MAGAZINES,0.0
2014-04,MEATS,8953.25467
2014-04,PERSONAL CARE,3600.0
2014-04,PET SUPPLIES,0.0
2014-04,PLAYERS AND ELECTRONICS,0.0
2014-04,POULTRY,9530.09847
2014-04,PREPARED FOODS,2793.415
2014-04,PRODUCE,147.0
2014-04,SCHOOL AND OFFICE SUPPLIES,0.0
2014-04,SEAFOOD,860.835298
2014-05,AUTOMOTIVE,63.0
2014-05,BABY CARE,0.0
2014-05,BEAUTY,47.0
2014-05,BEVERAGES,28263.0
2014-05,BOOKS,0.0
2014-05,BREAD/BAKERY,9026.032964
2014-05,CELEBRATION,0.0
2014-05,CLEANING,18658.0
2014-05,DAIRY,18562.0
2014-05,DELI,3348.8215
2014-05,EGGS,4451.0
2014-05,FROZEN FOODS,3180.352
2014-05,GROCERY I,62500.0
2014-05,GROCERY II,684.0
2014-05,HARDWARE,46.0
2014-05,HOME AND KITCHEN I,0.0
2014-05,HOME AND KITCHEN II,0.0
2014-05,HOME APPLIANCES,9.0
2014-05,HOME CARE,0.0
2014-05,LADIESWEAR,0.0
2014-05,LAWN AND GARDEN,206.0
2014-05,LINGERIE,251.0
2014-05,"LIQUOR,WINE,BEER",2656.0
2014-05,MAGAZINES,0.0
2014-05,MEATS,11378.20534
2014-05,PERSONAL CARE,3687.0
2014-05,PET SUPPLIES,0.0
2014-05,PLAYERS AND ELECTRONICS,0.0
2014-05,POULTRY,10756.02704
2014-05,PREPARED FOODS,2585.614997
2014-05,PRODUCE,160.0
2014-05,SCHOOL AND OFFICE SUPPLIES,0.0
2014-05,SEAFOOD,890.1976980000001
2014-06,AUTOMOTIVE,65.0
2014-06,BABY CARE,0.0
2014-06,BEAUTY,53.0
2014-06,BEVERAGES,28613.0
2014-06,BOOKS,0.0
2014-06,BREAD/BAKERY,9007.98994
2014-06,CELEBRATION,0.0
2014-06,CLEANING,18518.0
2014-06,DAIRY,17635.0
2014-06,DELI,3336.7805
2014-06,EGGS,4213.0
2014-06,FROZEN FOODS,3392.897
2014-06,GROCERY I,59838.0
2014-06,GROCERY II,637.0
2014-06,HARDWARE,40.0
2014-06,HOME AND KITCHEN I,0.0
2014-06,HOME AND KITCHEN II,0.0
2014-06,HOME APPLIANCES,11.0
2014-06,HOME CARE,0.0
2014-06,LADIESWEAR,0.0
2014-06,LAWN AND GARDEN,271.0
2014-06,LINGERIE,245.0
2014-06,"LIQUOR,WINE,BEER",4089.0
2014-06,MAGAZINES,0.0
2014-06,MEATS,9810.918834
2014-06,PERSONAL CARE,3616.0
2014-06,PET SUPPLIES,0.0
2014-06,PLAYERS AND ELECTRONICS,0.0
2014-06,POULTRY,9710.479726
2014-06,PREPARED FOODS,2517.760004
2014-06,PRODUCE,161.0
2014-06,SCHOOL AND OFFICE SUPPLIES,0.0
2014-06,SEAFOOD,789.0914025
2014-07,AUTOMOTIVE,108.0
2014-07,BABY CARE,0.0
2014-07,BEAUTY,94.0
2014-07,BEVERAGES,59353.0
2014-07,BOOKS,0.0
2014-07,BREAD/BAKERY,9870.59701
2014-07,CELEBRATION,334.0
2014-07,CLEANING,19686.0
2014-07,DAIRY,18989.0
2014-07,DELI,3269.142
2014-07,EGGS,4368.0
2014-07,FROZEN FOODS,3539.9139999999998
2014-07,GROCERY I,62448.0
2014-07,GROCERY II,734.0
2014-07,HARDWARE,51.0
2014-07,HOME AND KITCHEN I,798.0
2014-07,HOME AND KITCHEN II,161.0
2014-07,HOME APPLIANCES,9.0
2014-07,HOME CARE,4781.0
2014-07,LADIESWEAR,587.0
2014-07,LAWN AND GARDEN,272.0
2014-07,LINGERIE,243.0
2014-07,"LIQUOR,WINE,BEER",2953.0
2014-07,MAGAZINES,40.0
2014-07,MEATS,9285.146005999999
2014-07,PERSONAL CARE,4088.0
2014-07,PET SUPPLIES,195.0
2014-07,PLAYERS AND ELECTRONICS,136.0
2014-07,POULTRY,10015.14899
2014-07,PREPARED FOODS,3078.871009
2014-07,PRODUCE,68491.283
2014-07,SCHOOL AND OFFICE SUPPLIES,8.0
2014-07,SEAFOOD,770.1590002
2014-08,AUTOMOTIVE,68.0
2014-08,BABY CARE,0.0
2014-08,BEAUTY,71.0
2014-08,BEVERAGES,29185.0
2014-08,BOOKS,0.0
2014-08,BREAD/BAKERY,10044.43402
2014-08,CELEBRATION,0.0
2014-08,CLEANING,18578.0
2014-08,DAIRY,17172.0
2014-08,DELI,3030.14
2014-08,EGGS,4179.0
2014-08,FROZEN FOODS,3232.753
2014-08,GROCERY I,58542.0
2014-08,GROCERY II,640.0
2014-08,HARDWARE,30.0
2014-08,HOME AND KITCHEN I,0.0
2014-08,HOME AND KITCHEN II,0.0
2014-08,HOME APPLIANCES,12.0
2014-08,HOME CARE,0.0
2014-08,LADIESWEAR,0.0
2014-08,LAWN AND GARDEN,252.0
2014-08,LINGERIE,224.0
2014-08,"LIQUOR,WINE,BEER",2592.0
2014-08,MAGAZINES,0.0
2014-08,MEATS,9245.508
2014-08,PERSONAL CARE,3888.0
2014-08,PET SUPPLIES,0.0
2014-08,PLAYERS AND ELECTRONICS,0.0
2014-08,POULTRY,10221.90402
2014-08,PREPARED FOODS,2173.916
2014-08,PRODUCE,182.0
2014-08,SCHOOL AND OFFICE SUPPLIES,0.0
2014-08,SEAFOOD,744.083996
2014-09,AUTOMOTIVE,101.0
2014-09,BABY CARE,0.0
2014-09,BEAUTY,67.0
2014-09,BEVERAGES,57604.0
2014-09,BOOKS,0.0
2014-09,BREAD/BAKERY,10840.349
2014-09,CELEBRATION,470.0
2014-09,CLEANING,19700.0
2014-09,DAIRY,19607.0
2014-09,DELI,3243.460996
2014-09,EGGS,4517.0
2014-09,FROZEN FOODS,3313.12699
2014-09,GROCERY I,62179.0
2014-09,GROCERY II,694.0
2014-09,HARDWARE,48.0
2014-09,HOME AND KITCHEN I,746.0
2014-09,HOME AND KITCHEN II,142.0
2014-09,HOME APPLIANCES,23.0
2014-09,HOME CARE,4545.0
2014-09,LADIESWEAR,673.0
2014-09,LAWN AND GARDEN,287.0
2014-09,LINGERIE,268.0
2014-09,"LIQUOR,WINE,BEER",2399.0
2014-09,MAGAZINES,52.0
2014-09,MEATS,9529.64403
2014-09,PERSONAL CARE,4199.0
2014-09,PET SUPPLIES,214.0
2014-09,PLAYERS AND ELECTRONICS,164.0
2014-09,POULTRY,10855.75
2014-09,PREPARED FOODS,2759.694985
2014-09,PRODUCE,67647.677
2014-09,SCHOOL AND OFFICE SUPPLIES,12.0
2014-09,SEAFOOD,644.1780005
2014-10,AUTOMOTIVE,93.0
2014-10,BABY CARE,0.0
2014-10,BEAUTY,53.0
2014-10,BEVERAGES,59812.0
2014-10,BOOKS,0.0
2014-10,BREAD/BAKERY,10888.608
2014-10,CELEBRATION,1704.0
2014-10,CLEANING,20237.0
2014-10,DAIRY,19901.0
2014-10,DELI,3206.462004
2014-10,EGGS,4691.0
2014-10,FROZEN FOODS,3313.445
2014-10,GROCERY I,65279.0
2014-10,GROCERY II,708.0
2014-10,HARDWARE,44.0
2014-10,HOME AND KITCHEN I,830.0
2014-10,HOME AND KITCHEN II,154.0
2014-10,HOME APPLIANCES,15.0
2014-10,HOME CARE,4824.0
2014-10,LADIESWEAR,610.0
2014-10,LAWN AND GARDEN,296.0
2014-10,LINGERIE,255.0
2014-10,"LIQUOR,WINE,BEER",2953.0
2014-10,MAGAZINES,40.0
2014-10,MEATS,9665.21202
2014-10,PERSONAL CARE,3865.0
2014-10,PET SUPPLIES,176.0
2014-10,PLAYERS AND ELECTRONICS,191.0
2014-10,POULTRY,11107.00998
2014-10,PREPARED FOODS,2709.279999
2014-10,PRODUCE,70169.5955
2014-10,SCHOOL AND OFFICE SUPPLIES,17.0
2014-10,SEAFOOD,933.074997
2014-11,AUTOMOTIVE,91.0
2014-11,BABY CARE,0.0
2014-11,BEAUTY,74.0
2014-11,BEVERAGES,54337.0
2014-11,BOOKS,0.0
2014-11,BREAD/BAKERY,9828.258
2014-11,CELEBRATION,464.0
2014-11,CLEANING,18667.0
2014-11,DAIRY,18593.0
2014-11,DELI,3369.859
2014-11,EGGS,4228.0
2014-11,FROZEN FOODS,3076.005995
2014-11,GROCERY I,61701.0
2014-11,GROCERY II,817.0
2014-11,HARDWARE,56.0
2014-11,HOME AND KITCHEN I,596.0
2014-11,HOME AND KITCHEN II,126.0
2014-11,HOME APPLIANCES,0.0
2014-11,HOME CARE,4351.0
2014-11,LADIESWEAR,547.0
2014-11,LAWN AND GARDEN,256.0
2014-11,LINGERIE,220.0
